Country,State,District,Year,"Climate Vulnerability Index (UOM:Ratio), Scaling Factor:1","Marginal And Small Landholding (%) (UOM:%(Percentage)), Scaling Factor:1","Area Covered Under Crop Insurance (%) (UOM:%(Percentage)), Scaling Factor:1","Proportion Of The Area Under Rainfed Agriculture (UOM:Ratio), Scaling Factor:1","Total Area Of Forest Per 100 Rural Population (UOM:Ratio), Scaling Factor:1","Women Participation In The Workforce (%) (UOM:%(Percentage)), Scaling Factor:1","Average Days Of Employment Provided Per Household Under Mgnrega In A Year (%) (UOM:%(Percentage)), Scaling Factor:1","Road Density (UOM:Ratio), Scaling Factor:1","Functional Health Centres Per Thousand Population (UOM:Number), Scaling Factor:1","Infant Mortality Rate(Imr) (UOM:Ratio), Scaling Factor:1","Households With Electricity (%) (UOM:%(Percentage)), Scaling Factor:1","Households With The Improved Drinking Water Source (%) (UOM:%(Percentage)), Scaling Factor:1","Yield Variability Of Food Grains (UOM:Ratio), Scaling Factor:1","Per Capita Income (UOM:INR(IndianRupees)), Scaling Factor:1","Livestock Per Population (%) (UOM:%(Percentage)), Scaling Factor:1","Area Under Forest Cover (%) (UOM:%(Percentage)), Scaling Factor:1","Value Of Output Of Total Horticulture Against Value Of Agricultural Output (UOM:Ratio), Scaling Factor:1","Unirrigated Area (%) (UOM:%(Percentage)), Scaling Factor:1","Quantity Ground Water Extracted Per 1000 Hectare (UOM:Number), Scaling Factor:1","Rural Households Having Kisan Credit Card (%) (UOM:%(Percentage)), Scaling Factor:1","Self Help Groups Per 1000 Population (UOM:Number), Scaling Factor:1","Doctors Per 1000 Population (UOM:Number), Scaling Factor:1","Population Below Poverty Line (%) (UOM:%(Percentage)), Scaling Factor:1","Proportion Of Income Generated From Tertiary Sector (UOM:Ratio), Scaling Factor:1","Forest Area Per 1,000 Rural Population (UOM:Number), Scaling Factor:1","Share Of Horticulture In Agriculture (UOM:Ratio), Scaling Factor:1","Proportion Of Net Irrigated Area (UOM:Ratio), Scaling Factor:1","Availability Of Ground Water (UOM:L(Litre)), Scaling Factor:1","Population In Multi- Hazard Areas (%) (UOM:%(Percentage)), Scaling Factor:1","Rural Banks Per 1000 Rural Population (UOM:Number), Scaling Factor:1","Vector Borne Diseases Per 1,000 Population (UOM:Number), Scaling Factor:1","Water Borne Diseases Per 1,000 Population (UOM:Number), Scaling Factor:1","Agricultural Labourers (%) (UOM:%(Percentage)), Scaling Factor:1","Value Of Agricultural Output To Value Of Horticulture Output (UOM:Ratio), Scaling Factor:1","Net Irrigated Area To Net Sown Area (UOM:Ratio), Scaling Factor:1","Length Of Roads Per 100 Sqkm (UOM:Ratio), Scaling Factor:1","Households Availing Banking Services (%) (UOM:%(Percentage)), Scaling Factor:1","Share Of Area Insured Under National Institute Of Advanced Studies (UOM:Ratio), Scaling Factor:1","Net Sown Area Under Horticulture (%) (UOM:%(Percentage)), Scaling Factor:1","Households With Improved Sanitation Facility (%) (UOM:%(Percentage)), Scaling Factor:1","Female Literacy Rate (%) (UOM:%(Percentage)), Scaling Factor:1","Net Area Under Agriculture To Total Geographical Area (%) (UOM:%(Percentage)), Scaling Factor:1","Net Un- Irrigated Area To Net Sown Area (%) (UOM:%(Percentage)), Scaling Factor:1","Households With Monthly Income Of Highest Earning Household Members In A Rural Area Less Than Rs 5,000/- (%) (UOM:%(Percentage)), Scaling Factor:1","Rural Households With No Land Ownership (%) (UOM:%(Percentage)), Scaling Factor:1","Net Irrigated By Net Sown (%) (UOM:%(Percentage)), Scaling Factor:1","Drainage Density (UOM:Ratio), Scaling Factor:1","Natural Resource Management Works Per 1,000 Hectares (UOM:Number), Scaling Factor:1","Anganwadi Centres Per 1000 Hectares (UOM:Number), Scaling Factor:1","Percentage Of Agricultural Area Under Slopes Greater Than 45 Degree (UOM:%(Percentage)), Scaling Factor:1","Total Crop Produced In Both Agricultural And Horticultural Crops (%) (UOM:%(Percentage)), Scaling Factor:1","Main And Local Markets Per Geographical Area (%) (UOM:%(Percentage)), Scaling Factor:1","Water Scarcity (UOM:Number), Scaling Factor:1","Soil Fertility (UOM:Ratio), Scaling Factor:1","Crop Diversification Index (UOM:Ratio), Scaling Factor:1","Road Connectivity (%) (UOM:%(Percentage)), Scaling Factor:1","Access To Market (UOM:Ratio), Scaling Factor:1","Income Diversification Within Agriculture Sector (UOM:INR(IndianRupees)), Scaling Factor:1","Water Availability (UOM:L(Litre)), Scaling Factor:1","Area Under Water Bodies (%) (UOM:%(Percentage)), Scaling Factor:1","Fair Price Shops Per 1000 Population (UOM:Number), Scaling Factor:1","Total Female Workforce (UOM:Number), Scaling Factor:1","Stage Of Groundwater Development (%) (UOM:%(Percentage)), Scaling Factor:1","Cropping Intensity (UOM:Ratio), Scaling Factor:1","Proportion Of Area Under Commercial Crops To Set Sown Area (UOM:Ratio), Scaling Factor:1","Variability Of Crop, Livestock, And Fish Yield (UOM:Ratio), Scaling Factor:1","Available Water Resources Under Fish Culture (%) (UOM:%(Percentage)), Scaling Factor:1","Degree Of Forest Dependence By Rural Tribal Communities (UOM:Ratio), Scaling Factor:1","Approved Minor Forest Produce (Mfp) Microenterprises (UOM:Number), Scaling Factor:1","Dependency Ratio Of Rural Households Below The Poverty Line (UOM:Ratio), Scaling Factor:1","Establishments By Oae, Estt, Micro, Small And Medium (UOM:Number), Scaling Factor:1","Functional Health Care Facilities Per 10,000 Population (UOM:PerTenThousand(10000)), Scaling Factor:1","Households With Any Usual Member Covered By A Health Scheme Or Health Insurance (UOM:Number), Scaling Factor:1"
India,Meghalaya,East Khasi Hills,"Calendar Year (Jan - Dec), 2021",0.06885714285714285714148,,,,,42.2299999999999999991554,62.5399999999999999987492,,,,,,,0.0928571428571428571410,0.1757142857142857142822,,,,,0.4314285714285714285628,,,,,,,,,,0.0671428571428571428558,,,,,,,,,,,,,,66.2257142857142857129612,86.5328571428571428554122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Meghalaya,North Garo Hills,"Calendar Year (Jan - Dec), 2021",,,,,,24.7850000000000000000000,78.0200000000000000000000,,,,,,,0.3100000000000000000000,0.4550000000000000000000,,,,,1.1350000000000000000000,,,,,,,,,,0.0200000000000000000000,,,,,,,,,,,,,,41.4300000000000000000000,61.5350000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Meghalaya,Ri Bhoi,"Calendar Year (Jan - Dec), 2021",0.1225000000000000000000,,,,,37.4600000000000000000000,51.9225000000000000000000,,,,,,,0.1600000000000000000000,0.2225000000000000000000,,,,,0.6175000000000000000000,,,,,,,,,,0.0650000000000000000000,,,,,,,,,,,,,,58.1525000000000000000000,65.3125000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Meghalaya,South Garo Hills,"Calendar Year (Jan - Dec), 2021",0.07485714285714285714136,,,,,42.1585714285714285705854,76.1185714285714285699062,,,,,,,0.085714285714285714284,0.5599999999999999999888,,,,,0.7114285714285714285572,,,,,,,,,,0.0214285714285714285710,,,,,,,,,,,,,,69.1214285714285714271890,74.6242857142857142842218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Meghalaya,South West Garo Hills,"Calendar Year (Jan - Dec), 2021",,,,,,33.0933333333333333330024,68.0633333333333333326527,,,,,,,0.2266666666666666666644,0.7699999999999999999923,,,,,3.1799999999999999999682,,,,,,,,,,0.0433333333333333333329,,,,,,,,,,,,,,57.7666666666666666660890,44.5766666666666666662209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Meghalaya,South West Khasi Hills,"Calendar Year (Jan - Dec), 2021",,,,,,24.3400000000000000000000,51.9150000000000000000000,,,,,,,0.2700000000000000000000,0.2850000000000000000000,,,,,0.2950000000000000000000,,,,,,,,,,0.0350000000000000000000,,,,,,,,,,,,,,38.9150000000000000000000,71.0150000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Meghalaya,West Garo Hills,"Calendar Year (Jan - Dec), 2021",0.10480000000000000000000,,,,,39.3080000000000000000000,63.9980000000000000000000,,,,,,,0.1300000000000000000000,0.5660000000000000000000,,,,,3.7080000000000000000000,,,,,,,,,,0.0320000000000000000000,,,,,,,,,,,,,,65.2100000000000000000000,60.6620000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Meghalaya,West Jaintia Hills,"Calendar Year (Jan - Dec), 2021",,,,,,32.9066666666666666663376,49.2099999999999999995079,,,,,,,0.1966666666666666666647,0.3266666666666666666634,,,,,0.4066666666666666666626,,,,,,,,,,0.0766666666666666666659,,,,,,,,,,,,,,36.1633333333333333329717,89.3999999999999999991060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Meghalaya,West Khasi Hills,"Calendar Year (Jan - Dec), 2021",0.07257142857142857142712,,,,,42.5614285714285714277202,56.7171428571428571417228,,,,,,,0.0842857142857142857126,0.3785714285714285714210,,,,,0.3057142857142857142796,,,,,,,,,,0.0457142857142857142848,,,,,,,,,,,,,,67.0928571428571428558010,70.4271428571428571414486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Mizoram,Aizawl,"Calendar Year (Jan - Dec), 2021",0.546,92.76,,88.03,,,86.23,,,,,,21.25,,263.35,,,,,,,,,,,4.77,,0.39,,,,,,,,,,,,,,,,,,,5.08,0.51,,,,,0.99999977,46.06,2.38,0.33,90.38,0.93,,,,,,,,,,,,,,,
India,Mizoram,Champhai,"Calendar Year (Jan - Dec), 2021",0.473,90.86,,89.02,,,85.14,,,,,,7.61,,236.32,,,,,,,,,,,2.27,,0.43,,,,,,,,,,,,,,,,,,,5.14,0.42,,,,,0.9999998,40,1.92,0.31,91.11,0.74,,,,,,,,,,,,,,,
India,Mizoram,Kolasib,"Calendar Year (Jan - Dec), 2021",0.425,61.33,,73.69,,,80.36,,,,,,7.73,,258.24,,,,,,,,,,,4.41,,1.29,,,,,,,,,,,,,,,,,,,5.48,0.62,,,,,0.99999976,52.57,2.06,0.35,69.39,1.04,,,,,,,,,,,,,,,
India,Mizoram,Lawngtlai,"Calendar Year (Jan - Dec), 2021",0.644,95.93,,94.96,,,87.89,,,,,,34.04,,91.43,,,,,,,,,,,2.73,,1.4,,,,,,,,,,,,,,,,,,,6.36,0.43,,,,,0.99999981,49.54,1.83,0.24,94.64,0.96,,,,,,,,,,,,,,,
India,Mizoram,Lunglei,"Calendar Year (Jan - Dec), 2021",0.524,90.76,,94.82,,,85.09,,,,,,28.46,,82.85,,,,,,,,,,,3.19,,1.14,,,,,,,,,,,,,,,,,,,6.73,0.7,,,,,0.9999998,46.42,2.2,0.21,98.97,0.96,,,,,,,,,,,,,,,
India,Mizoram,Mamit,"Calendar Year (Jan - Dec), 2021",0.547,72.79,,93.8,,,81.11,,,,,,21.06,,110.66,,,,,,,,,,,3.81,,1.4,,,,,,,,,,,,,,,,,,,5.78,0.24,,,,,0.99999978,59.84,2.15,0.24,69.92,0.72,,,,,,,,,,,,,,,
India,Mizoram,Serchhip,"Calendar Year (Jan - Dec), 2021",0.459,83.03,,85.96,,,80.25,,,,,,23.65,,156.32,,,,,,,,,,,2.55,,0.53,,,,,,,,,,,,,,,,,,,6.29,0.73,,,,,0.99999979,40.31,2.32,0.35,85.25,0.7,,,,,,,,,,,,,,,
India,Mizoram,Siaha,"Calendar Year (Jan - Dec), 2021",0.513,86.29,,91,,,81.28,,,,,,36.43,,256.61,,,,,,,,,,,11.3,,0.63,,,,,,,,,,,,,,,,,,,5.68,0.55,,,,,0.99999981,40,2.17,0.2,87.5,0.7,,,,,,,,,,,,,,,
India,Nagaland,Dimapur,"Calendar Year (Jan - Dec), 2021",0.413,,,,,,42.7,,,,,,11.15,,0.35,,,,,,,,,,,,,,,,,,,,,,,,63.28,,,,,,72.98,,2.96,0.48,,,,,0,,0.49,35.48,0.22,,,,,,,,,,,,,,,,
India,Nagaland,Kiphire,"Calendar Year (Jan - Dec), 2021",0.521,,,,,,53.37,,,,,,11.74,,0.45,,,,,,,,,,,,,,,,,,,,,,,,13.62,,,,,,28.11,,4,0.06,,,,,0.03,,0.37,28.4,0.26,,,,,,,,,,,,,,,,
India,Nagaland,Kohima,"Calendar Year (Jan - Dec), 2021",0.494,,,,,,35.42,,,,,,12.37,,0.21,,,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,46.32,,3.99,0.19,,,,,0.18,,0.33,65.31,0.31,,,,,,,,,,,,,,,,
India,Nagaland,Longleng,"Calendar Year (Jan - Dec), 2021",0.576,,,,,,54.25,,,,,,12.29,,0.36,,,,,,,,,,,,,,,,,,,,,,,,16.69,,,,,,44.32,,3.91,0.2,,,,,0,,0.3,93.48,0.38,,,,,,,,,,,,,,,,
India,Nagaland,Mokokchung,"Calendar Year (Jan - Dec), 2021",0.421,,,,,,54.09,,,,,,10.89,,0.14,,,,,,,,,,,,,,,,,,,,,,,,21.76,,,,,,40.27,,3.83,0.12,,,,,0,,0.27,64.08,0.51,,,,,,,,,,,,,,,,
India,Nagaland,Mon,"Calendar Year (Jan - Dec), 2021",0.596,,,,,,51.18,,,,,,11.28,,0.28,,,,,,,,,,,,,,,,,,,,,,,,12.16,,,,,,40.17,,3.77,0.24,,,,,0,,0.37,35.9,0.24,,,,,,,,,,,,,,,,
India,Nagaland,Peren,"Calendar Year (Jan - Dec), 2021",0.513,,,,,,59.32,,,,,,11.64,,0.41,,,,,,,,,,,,,,,,,,,,,,,,41.02,,,,,,70.58,,3.65,0.17,,,,,0.09,,0.33,15.15,0.32,,,,,,,,,,,,,,,,
India,Nagaland,Phek,"Calendar Year (Jan - Dec), 2021",0.451,,,,,,43.06,,,,,,11.39,,0.3,,,,,,,,,,,,,,,,,,,,,,,,41.02,,,,,,13.12,,3.77,0.14,,,,,0.09,,0.35,40.78,0.31,,,,,,,,,,,,,,,,
India,Nagaland,Tuensang,"Calendar Year (Jan - Dec), 2021",0.523,,,,,,45.18,,,,,,12,,0.36,,,,,,,,,,,,,,,,,,,,,,,,17.39,,,,,,28.39,,3.87,0.1,,,,,0,,0.34,33.06,0.32,,,,,,,,,,,,,,,,
India,Nagaland,Wokha,"Calendar Year (Jan - Dec), 2021",0.509,,,,,,42.88,,,,,,12.3,,0.23,,,,,,,,,,,,,,,,,,,,,,,,29.2,,,,,,36.8,,3.53,0.33,,,,,0,,0.33,20.42,0.33,,,,,,,,,,,,,,,,
India,Nagaland,Zunheboto,"Calendar Year (Jan - Dec), 2021",0.466,,,,,,48,,,,,,12.95,,0.49,,,,,,,,,,,,,,,,,,,,,,,,14.47,,,,,,43.31,,3.88,0.11,,,,,0,,0.35,71.67,0.37,,,,,,,,,,,,,,,,
India,Odisha,Anugul,"Calendar Year (Jan - Dec), 2021",0.559,,0.66,0.9,0.26,,44.48,,0.16,68,,77.2,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Balangir,"Calendar Year (Jan - Dec), 2021",0.64,,1.22,0.96,0.08,,49.79,,0.18,69,,94,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Baleshwar,"Calendar Year (Jan - Dec), 2021",0.587,,0.35,0.62,0.02,,41.46,,0.16,55,,97.7,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Bargarh,"Calendar Year (Jan - Dec), 2021",0.578,,1.04,0.62,0.08,,41.4,,0.18,53,,95.6,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Bhadrak,"Calendar Year (Jan - Dec), 2021",0.573,,0.42,0.53,0.01,,37.32,,0.16,56,,99.4,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Boudh,"Calendar Year (Jan - Dec), 2021",0.599,,0.46,0.56,0.31,,43.04,,0.19,75,,88.8,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Cuttack,"Calendar Year (Jan - Dec), 2021",0.616,,0.26,0.44,0.04,,38.12,,0.16,59,,91.1,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Deogarh,"Calendar Year (Jan - Dec), 2021",0.608,,0.36,0.91,0.51,,41.33,,0.18,70,,85.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Dhenkanal,"Calendar Year (Jan - Dec), 2021",0.613,,0.38,0.75,0.13,,55.34,,0.18,62,,58.8,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Gajapati,"Calendar Year (Jan - Dec), 2021",0.544,,0.19,0.51,0.5,,44.54,,0.29,91,,69.2,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Ganjam,"Calendar Year (Jan - Dec), 2021",0.485,,0.36,0.31,0.27,,64.45,,0.17,68,,90.3,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Jagatsinghapur,"Calendar Year (Jan - Dec), 2021",0.616,,0.31,0.31,0.01,,29.34,,0.21,53,,96.9,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Jajapur,"Calendar Year (Jan - Dec), 2021",0.651,,0.49,0.79,0.02,,42.24,,0.18,57,,87.8,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Jharsuguda,"Calendar Year (Jan - Dec), 2021",0.615,,0.78,0.98,0.1,,47.53,,0.16,56,,91.3,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Kalahandi,"Calendar Year (Jan - Dec), 2021",0.586,,0.42,0.7,0.17,,42.73,,0.2,83,,93.6,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Kandhamal,"Calendar Year (Jan - Dec), 2021",0.536,,0.19,0.96,0.82,,49.34,,0.31,101,,61.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Kendrapara,"Calendar Year (Jan - Dec), 2021",0.586,,0.67,0.68,0.02,,39.62,,0.2,61,,98.8,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Kendujhar,"Calendar Year (Jan - Dec), 2021",0.552,,0.27,0.82,0.21,,43.05,,0.24,60,,85.4,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Khordha,"Calendar Year (Jan - Dec), 2021",,,0.37,0.24,0.22,,46.76,,0.51,73,,95,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Koraput,"Calendar Year (Jan - Dec), 2021",0.654,,0.09,0.64,0.04,,42.72,,0.17,59,,84.7,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Malkangiri,"Calendar Year (Jan - Dec), 2021",0.631,,0.07,0.94,0.18,,53.42,,0.14,88,,89.3,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Mayurbhanj,"Calendar Year (Jan - Dec), 2021",0.462,,0.12,0.81,0.41,,45.59,,1.16,91,,81.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Nabarangpur,"Calendar Year (Jan - Dec), 2021",0.643,,0.11,0.95,0.18,,55.07,,0.14,55,,98.4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Nayagarh,"Calendar Year (Jan - Dec), 2021",0.661,,0.28,0.93,0.1,,50.35,,0.18,84,,80.2,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Nuapada,"Calendar Year (Jan - Dec), 2021",0.699,,0.68,0.86,0.19,,40.06,,0.12,68,,95,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Puri,"Calendar Year (Jan - Dec), 2021",0.551,,0.5,0.74,0.04,,42.72,,0.13,73,,95,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Rayagada,"Calendar Year (Jan - Dec), 2021",0.523,,0.17,0.72,0.38,,43.75,,0.3,90,,91.7,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Sambalpur,"Calendar Year (Jan - Dec), 2021",0.546,,0.69,0.85,0.45,,42.49,,0.21,65,,87.4,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Sonepur,"Calendar Year (Jan - Dec), 2021",0.613,,0.52,0.54,0.06,,44.79,,0.19,57,,96.7,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Odisha,Sundargarh,"Calendar Year (Jan - Dec), 2021",0.532,,0.58,0.91,0.32,,51.61,,0.23,60,,89.3,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Punjab,Amritsar,"Calendar Year (Jan - Dec), 2021",0.481,,,,,,32.65,2.17,,42,,,0.09,104170,388.31,,,,,,,5.8,,,2.34,0.02,,,,0.08,0.42,4.73,,,,,,,,,,,,,,,,2.4,,,,,126,,,,,,,,,182661,,,,,,,,,,,
India,Punjab,Barnala,"Calendar Year (Jan - Dec), 2021",0.496,,,,,,29.5,1.39,,50,,,0.05,120254,525.03,,,,,,,5.4,,,1.98,0,,,,0.06,0.54,6.67,,,,,,,,,,,,,,,,2.1,,,,,194,,,,,,,,,31168,,,,,,,,,,,
India,Punjab,Bathinda,"Calendar Year (Jan - Dec), 2021",0.51,,,,,,28.28,1.47,,49,,,0.06,98955,436.81,,,,,,,4.9,,,6.3,0.03,,,,0.06,0.59,2.89,,,,,,,,,,,,,,,,2.25,,,,,119,,,,,,,,,116998,,,,,,,,,,,
India,Punjab,Faridkot,"Calendar Year (Jan - Dec), 2021",0.533,,,,,,28.57,1.38,,51,,,0.07,118686,402.02,,,,,,,12.3,,,5.24,0.02,,,,0.08,0.33,7.61,,,,,,,,,,,,,,,,2.58,,,,,159,,,,,,,,,36506,,,,,,,,,,,
India,Punjab,Fatehgarh Sahib,"Calendar Year (Jan - Dec), 2021",0.462,,,,,,52.87,2.05,,44,,,0.07,137764,435.87,,,,,,,4.4,,,0.96,0.01,,,,0.1,0.59,5.06,,,,,,,,,,,,,,,,6.38,,,,,169,,,,,,,,,83629,,,,,,,,,,,
India,Punjab,Fazilka,"Calendar Year (Jan - Dec), 2021",,,,,,,26.26,1.09,,48,,,0.05,94291,406.04,,,,,,,1.7,,,2.9,0.31,,,,0.07,0.63,3.79,,,,,,,,,,,,,,,,1.68,,,,,95,,,,,,,,,85704,,,,,,,,,,,
India,Punjab,Ferozepur,"Calendar Year (Jan - Dec), 2021",0.482,,,,,,25.03,1.57,,48,,,0.07,103552,365.19,,,,,,,8.8,,,1.67,0,,,,0.06,0.32,3.65,,,,,,,,,,,,,,,,1.84,,,,,144,,,,,,,,,74585,,,,,,,,,,,
India,Punjab,Gurdaspur,"Calendar Year (Jan - Dec), 2021",0.553,,,,,,32.88,2.02,,43,,,0.1,76983,299.02,,,,,,,9.2,,,1.35,0.01,,,,0.05,0.48,6.46,,,,,,,,,,,,,,,,2.67,,,,,126,,,,,,,,,93602,,,,,,,,,,,
India,Punjab,Hoshiarpur,"Calendar Year (Jan - Dec), 2021",0.462,,,,,,30,1.79,,43,,,0.08,129478,247.13,,,,,,,5.6,,,57.92,0.11,,,,0.09,0.45,3.39,,,,,,,,,,,,,,,,2.07,,,,,104,,,,,,,,,87316,,,,,,,,,,,
India,Punjab,Jalandhar,"Calendar Year (Jan - Dec), 2021",0.464,,,,,,28.96,2.07,,45,,,0.06,136583,318.49,,,,,,,5.8,,,1.07,0.02,,,,0.1,0.17,18.56,,,,,,,,,,,,,,,,1.68,,,,,229,,,,,,,,,134988,,,,,,,,,,,
India,Punjab,Kapurthala,"Calendar Year (Jan - Dec), 2021",0.541,,,,,,39.21,1.67,,50,,,0.06,138262,323.3,,,,,,,4.7,,,1.88,0.01,,,,0.14,0.51,23.04,,,,,,,,,,,,,,,,3.86,,,,,242,,,,,,,,,48603,,,,,,,,,,,
India,Punjab,Ludhiana,"Calendar Year (Jan - Dec), 2021",0.459,,,,,,36.48,2.78,,43,,,0.05,142543,416.47,,,,,,,7,,,3.85,0.02,,,,0.05,0.38,9.99,,,,,,,,,,,,,,,,2.56,,,,,170,,,,,,,,,231222,,,,,,,,,,,
India,Punjab,Mansa,"Calendar Year (Jan - Dec), 2021",0.519,,,,,,28.72,1.23,,59,,,0.06,95316,519.88,,,,,,,8.5,,,1.65,0.01,,,,0.06,0.48,4.49,,,,,,,,,,,,,,,,1.92,,,,,138,,,,,,,,,97773,,,,,,,,,,,
India,Punjab,Moga,"Calendar Year (Jan - Dec), 2021",0.528,,,,,,28.8,1.88,,63,,,0.1,131391,356.87,,,,,,,5.9,,,1.17,0,,,,0.09,0.45,3.61,,,,,,,,,,,,,,,,2.72,,,,,207,,,,,,,,,66793,,,,,,,,,,,
India,Punjab,Pathankot,"Calendar Year (Jan - Dec), 2021",,,,,,,46.16,1.88,,43,,,0.1,97294,250.28,,,,,,,0.6,,,51.79,0.21,,,,0.08,0.36,18.42,,,,,,,,,,,,,,,,1.46,,,,,64,,,,,,,,,25884,,,,,,,,,,,
India,Punjab,Patiala,"Calendar Year (Jan - Dec), 2021",0.484,,,,,,23.45,1.69,,53,,,0.05,115290,358.03,,,,,,,5,,,6.62,0.02,,,,0.07,0.06,3.35,,,,,,,,,,,,,,,,2.68,,,,,195,,,,,,,,,110606,,,,,,,,,,,
India,Punjab,Rupnagar,"Calendar Year (Jan - Dec), 2021",0.487,,,,,,39.51,2.13,,47,,,0.1,156900,405.32,,,,,,,8.2,,,51.3,0.07,,,,0.1,0.39,30.27,,,,,,,,,,,,,,,,2.86,,,,,110,,,,,,,,,46766,,,,,,,,,,,
